timestamp,person_id,dwell_sec,zone_id,camera_id,source_video
3/20/2026 11:57,844,1.0,Charms + Screen,coach4,Coach-4-hour-2-20260320105957.mp4
3/20/2026 11:59,856,1.7,Charms + Screen,coach4,Coach-4-hour-2-20260320105957.mp4
3/20/2026 11:31,859,24.09,Charms + Screen,coach4,Coach-4-hour-2-20260320105957.mp4
3/20/2026 11:44,864,0.2,Charms + Screen,coach4,Coach-4-hour-2-20260320105957.mp4
3/20/2026 11:42,865,294.53,Charms + Screen,coach4,Coach-4-hour-2-20260320105957.mp4
3/20/2026 11:33,866,10.09,Charms + Screen,coach4,Coach-4-hour-2-20260320105957.mp4
3/20/2026 11:57,867,0.1,Charms + Screen,coach4,Coach-4-hour-2-20260320105957.mp4
3/20/2026 11:50,870,0.4,Charms + Screen,coach4,Coach-4-hour-2-20260320105957.mp4
3/20/2026 11:44,874,9.99,Charms + Screen,coach4,Coach-4-hour-2-20260320105957.mp4
3/20/2026 11:32,884,0.4,Charms + Screen,coach4,Coach-4-hour-2-20260320105957.mp4
3/20/2026 11:52,900,0.3,Charms + Screen,coach4,Coach-4-hour-2-20260320105957.mp4
3/20/2026 11:35,933,4.3,Charms + Screen,coach4,Coach-4-hour-2-20260320105957.mp4
3/20/2026 11:35,952,0.2,Charms + Screen,coach4,Coach-4-hour-2-20260320105957.mp4
3/20/2026 11:42,961,399.17,Charms + Screen,coach4,Coach-4-hour-2-20260320105957.mp4
3/20/2026 11:38,962,0.3,Charms + Screen,coach4,Coach-4-hour-2-20260320105957.mp4
3/20/2026 11:36,972,1.4,Charms + Screen,coach4,Coach-4-hour-2-20260320105957.mp4
3/20/2026 11:36,989,7.5,Charms + Screen,coach4,Coach-4-hour-2-20260320105957.mp4
3/20/2026 11:39,1086,2.8,Charms + Screen,coach4,Coach-4-hour-2-20260320105957.mp4
3/20/2026 11:51,1127,0.1,Charms + Screen,coach4,Coach-4-hour-2-20260320105957.mp4
3/20/2026 11:59,1132,0.2,Charms + Screen,coach4,Coach-4-hour-2-20260320105957.mp4
3/20/2026 11:42,1155,0.9,Charms + Screen,coach4,Coach-4-hour-2-20260320105957.mp4
3/20/2026 11:42,1165,8.0,Charms + Screen,coach4,Coach-4-hour-2-20260320105957.mp4
3/20/2026 11:44,1228,0.4,Charms + Screen,coach4,Coach-4-hour-2-20260320105957.mp4
3/20/2026 11:45,1234,571.67,Charms + Screen,coach4,Coach-4-hour-2-20260320105957.mp4
3/20/2026 11:56,1255,1.7,Charms + Screen,coach4,Coach-4-hour-2-20260320105957.mp4
3/20/2026 11:46,1261,0.6,Charms + Screen,coach4,Coach-4-hour-2-20260320105957.mp4
3/20/2026 11:47,1299,2.6,Charms + Screen,coach4,Coach-4-hour-2-20260320105957.mp4
3/20/2026 11:48,1317,3.8,Charms + Screen,coach4,Coach-4-hour-2-20260320105957.mp4
3/20/2026 11:49,1328,12.19,Charms + Screen,coach4,Coach-4-hour-2-20260320105957.mp4
3/20/2026 11:48,1330,1.0,Charms + Screen,coach4,Coach-4-hour-2-20260320105957.mp4
3/20/2026 11:49,1338,504.41,Charms + Screen,coach4,Coach-4-hour-2-20260320105957.mp4
3/20/2026 11:49,1349,217.17,Charms + Screen,coach4,Coach-4-hour-2-20260320105957.mp4
3/20/2026 11:54,1360,0.5,Charms + Screen,coach4,Coach-4-hour-2-20260320105957.mp4
3/20/2026 11:50,1368,32.38,Charms + Screen,coach4,Coach-4-hour-2-20260320105957.mp4
3/20/2026 11:50,1371,523.8,Charms + Screen,coach4,Coach-4-hour-2-20260320105957.mp4
3/20/2026 11:52,1430,1.4,Charms + Screen,coach4,Coach-4-hour-2-20260320105957.mp4
3/20/2026 11:52,1432,2.5,Charms + Screen,coach4,Coach-4-hour-2-20260320105957.mp4
3/20/2026 11:52,1438,31.48,Charms + Screen,coach4,Coach-4-hour-2-20260320105957.mp4
3/20/2026 11:53,1448,7.5,Charms + Screen,coach4,Coach-4-hour-2-20260320105957.mp4
3/20/2026 11:57,1467,0.1,Charms + Screen,coach4,Coach-4-hour-2-20260320105957.mp4
3/20/2026 11:56,1528,17.79,Charms + Screen,coach4,Coach-4-hour-2-20260320105957.mp4
3/20/2026 11:57,1541,0.1,Charms + Screen,coach4,Coach-4-hour-2-20260320105957.mp4
3/20/2026 11:57,1562,18.99,Charms + Screen,coach4,Coach-4-hour-2-20260320105957.mp4
3/20/2026 11:57,1567,3.1,Charms + Screen,coach4,Coach-4-hour-2-20260320105957.mp4
3/20/2026 11:59,1597,5.8,Charms + Screen,coach4,Coach-4-hour-2-20260320105957.mp4
3/20/2026 11:59,1607,0.7,Charms + Screen,coach4,Coach-4-hour-2-20260320105957.mp4
